Date,Area Name,Road/Intersection Name,Traffic Volume,Average Speed,Travel Time Index,Congestion Level,Road Capacity Utilization,Incident Reports,Environmental Impact,Parking Usage
2022-01-02,Jayanagar,Jayanagar 4th Block,16676,53.52433334796224,1.1755885682822544,47.155794293511974,78.63350743415457,2,83.352,57.8218521335543
2022-01-02,Jayanagar,South End Circle,37509,51.5135098647949,1.5,100.0,100.0,1,125.018,55.80363202534581
2022-01-02,Hebbal,Hebbal Flyover,6758,34.756123586657104,1.069280747964006,21.203699651426128,32.77504734397373,1,63.516,81.29299578571182
2022-01-02,Hebbal,Ballari Road,30209,31.1468640313824,1.5,100.0,100.0,2,110.418,69.30513189003871
2022-01-02,Yeshwanthpur,Yeshwanthpur Circle,20375,40.06999065341167,1.3379501243877818,58.38210538138319,100.0,0,90.75,81.4471423389942
2022-01-02,Yeshwanthpur,Tumkur Road,15636,32.794298957181454,1.3105651842967987,48.93607080506035,82.48757325603566,1,81.27199999999999,55.15619344179663
2022-01-03,Indiranagar,100 Feet Road,23457,38.86905317091622,1.380024786820322,87.20214293875112,100.0,2,96.914,87.618726471884
2022-01-03,Indiranagar,CMH Road,38925,33.52942618497861,1.5,100.0,100.0,1,127.85,54.20534030574987
2022-01-03,Whitefield,Marathahalli Bridge,9154,40.226182694246795,1.3788994309535434,40.23335460979075,48.30378185258941,0,68.30799999999999,77.92021248679025
2022-01-03,Whitefield,ITPL Main Road,24968,36.727690564476774,1.2984179517061691,84.89404196860987,100.0,1,99.936,98.16112697203056
2022-01-03,Koramangala,Sony World Junction,51459,27.326524371119504,1.5,100.0,100.0,0,152.918,94.51318919454582
2022-01-03,Koramangala,Sarjapur Road,28481,36.50393786476208,1.5,100.0,100.0,2,106.962,58.130846967244565
2022-01-03,Jayanagar,Jayanagar 4th Block,10179,40.30824347895295,1.3949104517259778,26.938337822070565,51.83630715352135,0,70.358,91.91643523555689
2022-01-04,Indiranagar,100 Feet Road,46199,41.228499323474985,1.5,100.0,100.0,2,142.398,67.90813590164203
2022-01-04,Indiranagar,CMH Road,56242,52.55340842443204,1.5,100.0,100.0,0,162.48399999999998,81.01547756767323
2022-01-04,Whitefield,Marathahalli Bridge,20450,24.607678222398995,1.3616634777974994,65.13177600713266,100.0,1,90.9,97.47603118288211
2022-01-04,Whitefield,ITPL Main Road,13391,51.69672548830039,1.0303453312434656,37.214261104879654,63.23545838957772,0,76.782,59.09400421995724
2022-01-04,Koramangala,Sony World Junction,28369,29.409745067661433,1.5,86.33738400847444,100.0,1,106.738,84.51974143146826
2022-01-04,Koramangala,Sarjapur Road,31228,42.57507710047305,1.5,97.78375372046088,100.0,2,112.456,87.37354690668784
2022-01-04,M.G. Road,Trinity Circle,34180,37.03463635867223,1.5,100.0,100.0,0,118.36,66.37486760889573
2022-01-04,M.G. Road,Anil Kumble Circle,43569,40.38910043684659,1.5,100.0,100.0,1,137.138,67.80483629489231
2022-01-04,Jayanagar,Jayanagar 4th Block,16342,39.54830800668156,1.35870616985057,46.07800824656617,81.95511389570255,0,82.684,69.89277995228709
2022-01-04,Yeshwanthpur,Yeshwanthpur Circle,19306,34.979532763712655,1.1701745754465667,64.50554090702242,93.95409732415081,0,88.612,79.06191107113061
2022-01-04,Yeshwanthpur,Tumkur Road,16012,39.23108130476851,1.1018562619055055,57.00338777781191,82.66227859889686,0,82.024,67.44341332714977
2022-01-05,Indiranagar,100 Feet Road,49952,50.80134095075202,1.5,100.0,100.0,2,149.904,83.25986103481
2022-01-05,Indiranagar,CMH Road,33970,20.0,1.5,100.0,100.0,1,117.94,77.17764305569943
2022-01-05,Whitefield,ITPL Main Road,17018,57.473270552317246,1.2133844367905287,64.60451832768582,87.97597211224532,0,84.036,87.19731462863385
2022-01-05,Koramangala,Sony World Junction,58920,25.212362842176926,1.5,100.0,100.0,2,167.84,77.13622216737981
2022-01-05,Koramangala,Sarjapur Road,46963,34.44415329089545,1.5,100.0,100.0,2,143.926,78.25665917946044
2022-01-05,Jayanagar,Jayanagar 4th Block,18111,55.94191518470949,1.2365101742979716,58.35005407740261,86.10261638822031,0,86.22200000000001,66.6749585845572
2022-01-05,Jayanagar,South End Circle,22491,42.39264835108181,1.1809758064530773,67.787140407596,100.0,0,94.982,68.11969495583165
2022-01-05,Hebbal,Hebbal Flyover,38924,23.934740912583298,1.5,100.0,100.0,2,127.848,94.90271447203568
2022-01-05,Yeshwanthpur,Yeshwanthpur Circle,25165,20.0,1.5,82.6985882720979,100.0,1,100.33,97.30577310668164
2022-01-05,Yeshwanthpur,Tumkur Road,15871,57.71555094994159,1.0108383970013934,47.342776571992324,76.66574796588071,1,81.742,58.927233102716684
2022-01-06,Indiranagar,100 Feet Road,46556,46.59329803364248,1.5,100.0,100.0,2,143.112,51.32661019369099
2022-01-06,Indiranagar,CMH Road,22591,30.915387036364404,1.236117977005923,70.66460614979086,100.0,2,95.182,88.18028970798804
2022-01-06,Whitefield,Marathahalli Bridge,20310,51.72257284413772,1.103155074173281,60.487121481456484,100.0,1,90.62,50.919533827373336
2022-01-06,Koramangala,Sony World Junction,61024,44.82690983945514,1.5,100.0,100.0,2,172.048,52.348298338752755
2022-01-06,Koramangala,Sarjapur Road,28153,21.483153943836662,1.5,98.22425143701824,100.0,4,106.306,63.113202214991254
2022-01-06,M.G. Road,Trinity Circle,12965,62.7080063563551,1.2753609585710943,41.913213438741586,62.28902033239107,2,75.93,68.04869484700134
2022-01-06,M.G. Road,Anil Kumble Circle,57145,45.62209850913712,1.5,100.0,100.0,1,164.29000000000002,51.9713405684253
2022-01-06,Jayanagar,South End Circle,40516,34.19584226291008,1.5,100.0,100.0,1,131.03199999999998,56.02834428886394
2022-01-06,Hebbal,Hebbal Flyover,22893,46.965547765115744,1.127501001172828,78.82782752874019,100.0,2,95.786,93.73508363420997
2022-01-06,Hebbal,Ballari Road,28470,20.0,1.5,97.4501092643674,100.0,3,106.94,55.52370565656973
2022-01-06,Yeshwanthpur,Yeshwanthpur Circle,6965,47.342147325365204,1.1537306588638727,26.80961232052806,32.00753887865064,2,63.93,97.2366011145705
2022-01-06,Yeshwanthpur,Tumkur Road,32668,51.21108557787716,1.5,100.0,100.0,1,115.336,67.5062629583365
2022-01-07,Indiranagar,100 Feet Road,24405,29.84255885002768,1.2371759739366812,82.95172415675621,100.0,2,98.81,93.10638086327253
2022-01-07,Indiranagar,CMH Road,25768,25.49316208594673,1.5,85.81084803490874,100.0,2,101.536,74.0293288663324
2022-01-07,Whitefield,ITPL Main Road,34362,46.087035805829075,1.5,100.0,100.0,5,118.724,93.5921763872616
2022-01-07,Electronic City,Silk Board Junction,12382,45.46436548156149,1.2527254108066672,36.46940495461653,63.25005703099611,0,74.764,88.05139512510141
2022-01-07,M.G. Road,Anil Kumble Circle,50214,36.94089992898308,1.5,100.0,100.0,0,150.428,81.04577588837385
2022-01-07,Jayanagar,Jayanagar 4th Block,21131,44.34249738927012,1.2733181506426021,69.35472079420164,100.0,1,92.262,89.74047743749647
2022-01-07,Hebbal,Hebbal Flyover,39110,23.530413712665606,1.5,100.0,100.0,2,128.22,94.70496018395673
2022-01-07,Hebbal,Ballari Road,42022,34.7107511582513,1.5,100.0,100.0,5,134.04399999999998,80.8325157260369
2022-01-08,Indiranagar,100 Feet Road,36384,28.18948342525119,1.5,100.0,100.0,2,122.768,73.99694173585618
2022-01-08,Indiranagar,CMH Road,11033,44.5228864385802,1.096818006345011,46.5099185320096,51.589955429015134,0,72.066,77.98243417434571
2022-01-08,Whitefield,Marathahalli Bridge,16390,34.37367222583899,1.2757859876549063,60.64506731551499,78.9515024424481,0,82.78,85.32378632434506
2022-01-08,Koramangala,Sarjapur Road,65269,36.975996046923996,1.5,100.0,100.0,2,180.538,57.97723400565942
2022-01-08,Electronic City,Hosur Road,17926,66.42270358611864,1.2221454203750524,64.13736889877862,86.91454741331299,3,85.852,51.532625110290304
2022-01-08,M.G. Road,Trinity Circle,22876,65.01737102530136,1.2901030641660545,75.98671216182738,100.0,2,95.75200000000001,60.53310945028333
2022-01-08,M.G. Road,Anil Kumble Circle,49798,28.283766320619485,1.5,100.0,100.0,2,149.596,75.74086769648451
2022-01-08,Jayanagar,South End Circle,30323,27.919211338058588,1.5,93.69413988103365,100.0,1,110.646,75.98869742780089
2022-01-08,Yeshwanthpur,Yeshwanthpur Circle,13356,65.76747983560841,1.3376681795876788,50.63340305900106,67.63354364396753,1,76.712,52.854342804465745
2022-01-09,Indiranagar,CMH Road,38748,38.46488475897993,1.5,100.0,100.0,2,127.496,85.23403813683234
2022-01-09,Whitefield,ITPL Main Road,34188,25.82840194803964,1.5,100.0,100.0,4,118.376,84.47633755157806
2022-01-09,Koramangala,Sony World Junction,32010,32.4761995653555,1.5,100.0,100.0,3,114.02,88.11425673883079
2022-01-09,Koramangala,Sarjapur Road,13903,30.599491174057057,1.1584690766437022,50.25267746713058,68.40058101270346,0,77.806,61.363481363157575
2022-01-09,M.G. Road,Anil Kumble Circle,34831,20.0,1.5,100.0,100.0,5,119.662,82.37373570773015
2022-01-09,Jayanagar,South End Circle,14614,44.0166037320525,1.1139491607847691,44.85913263185906,76.10025897832664,0,79.22800000000001,85.80753371115968
2022-01-09,Hebbal,Ballari Road,28195,38.19781934142537,1.5,95.3295777259114,100.0,4,106.39,80.08059100731656
2022-01-10,Indiranagar,100 Feet Road,43024,28.070948022040927,1.5,100.0,100.0,3,136.048,79.3304231587737
2022-01-10,Indiranagar,CMH Road,13224,61.23396562299045,1.218678965085628,38.718941922319516,65.02905995905515,0,76.44800000000001,56.821987627836656
2022-01-10,Koramangala,Sony World Junction,31137,51.283966231285376,1.5,99.27321333119612,100.0,0,112.274,66.16857810577604
2022-01-10,Koramangala,Sarjapur Road,60935,20.0,1.5,100.0,100.0,2,171.87,83.09195949246893
2022-01-10,M.G. Road,Trinity Circle,39508,20.8628550309502,1.5,100.0,100.0,4,129.01600000000002,57.62080066652087
2022-01-10,M.G. Road,Anil Kumble Circle,39400,33.47530163619456,1.5,100.0,100.0,0,128.8,68.00682037357595
2022-01-10,Jayanagar,Jayanagar 4th Block,28165,59.92999517432791,1.5,100.0,100.0,4,106.33,93.89871602225347
2022-01-10,Jayanagar,South End Circle,28609,26.015320182089628,1.5,92.28532786408904,100.0,2,107.218,74.35309594094679
2022-01-10,Hebbal,Hebbal Flyover,18780,43.13028697014554,1.0103247627797949,55.303325783096454,98.53115111589173,0,87.56,65.59080665426298
2022-01-10,Hebbal,Ballari Road,27100,39.17190464382564,1.5,81.5603258755467,100.0,1,104.2,84.75176144292766
2022-01-10,Yeshwanthpur,Tumkur Road,16397,54.12435249259166,1.2495583345166552,55.1974959448997,81.2458338389037,0,82.794,59.73112559103825
2022-01-11,Indiranagar,100 Feet Road,11423,20.0,1.0076769107292227,33.272930841567344,59.717898231221355,0,72.846,50.60603873219466
2022-01-11,Indiranagar,CMH Road,10806,44.599114873434466,1.129870370756024,40.767141547756,53.79018129368767,0,71.612,89.25082719185284
2022-01-11,Whitefield,Marathahalli Bridge,40629,28.942850769966615,1.5,100.0,100.0,2,131.25799999999998,86.87168843607428
2022-01-11,Koramangala,Sony World Junction,14197,57.98811324847052,1.118614232515062,44.31739792825032,73.73153531181183,1,78.394,83.0151359850669
2022-01-11,Electronic City,Hosur Road,13734,60.01333651955487,1.082274904878222,38.20772836318813,69.82012968038867,1,77.468,98.42443887971919
2022-01-11,M.G. Road,Trinity Circle,48585,38.592094004578406,1.5,100.0,100.0,1,147.17000000000002,80.64697912472627
2022-01-11,Jayanagar,South End Circle,35331,37.825799504882994,1.5,100.0,100.0,4,120.662,96.86940332485594
2022-01-11,Hebbal,Ballari Road,31483,42.236136191777796,1.5,100.0,100.0,2,112.96600000000001,81.8145676989624
2022-01-11,Yeshwanthpur,Yeshwanthpur Circle,24863,40.77188038914457,1.0816142538515594,83.9783656527124,100.0,1,99.726,77.71132570660083
2022-01-12,Indiranagar,CMH Road,37767,38.38720502869636,1.5,100.0,100.0,2,125.534,89.7098665638542
2022-01-12,Whitefield,Marathahalli Bridge,29583,53.8661464608941,1.5,100.0,100.0,3,109.166,66.71191593480305
2022-01-12,Whitefield,ITPL Main Road,14566,26.3346338292694,1.035440171871847,42.96557238755756,73.81225294063739,3,79.132,89.2825809040116
2022-01-12,Koramangala,Sony World Junction,43533,23.803825667109887,1.5,100.0,100.0,0,137.066,75.90393831194078
2022-01-12,Electronic City,Silk Board Junction,19320,20.0,1.0533919889663774,56.0120302751425,98.87939306973765,0,88.64,88.27564494955548
2022-01-12,M.G. Road,Trinity Circle,48094,26.075441606430964,1.5,100.0,100.0,1,146.188,88.83552784775907
2022-01-12,Jayanagar,Jayanagar 4th Block,21711,34.73359265264269,1.3599333382749088,62.806467935509794,100.0,1,93.422,70.93966595370807
2022-01-12,Hebbal,Hebbal Flyover,31399,34.643585177025166,1.5,100.0,100.0,0,112.798,62.5483330670149
2022-01-12,Yeshwanthpur,Tumkur Road,18517,45.86143883046375,1.1833202566114625,61.41725907593427,89.24274540163275,2,87.03399999999999,82.5486733575477
2022-01-13,Indiranagar,100 Feet Road,11371,51.02477209439482,1.1034483339552155,31.197460401979253,55.157150648714975,1,72.742,93.97909274757646
2022-01-13,Indiranagar,CMH Road,11938,37.64141550677165,1.363688082344624,40.56736929238761,59.668125080342904,0,73.876,69.02100037537812
2022-01-13,Koramangala,Sarjapur Road,55123,36.1772121738091,1.5,100.0,100.0,3,160.24599999999998,60.1007834201245
2022-01-13,M.G. Road,Trinity Circle,52096,49.12220555415429,1.5,100.0,100.0,3,154.192,58.111670289123964
2022-01-13,M.G. Road,Anil Kumble Circle,26541,38.041929195534216,1.5,89.28587509971089,100.0,2,103.082,74.710622362515
2022-01-13,Jayanagar,South End Circle,17216,35.77589815501497,1.180140391562165,62.36319340593279,87.59147584881674,1,84.432,98.95524690075773
2022-01-13,Hebbal,Ballari Road,19195,50.24264677643169,1.334816450097176,59.568855102421544,97.40381910058707,1,88.39,51.659467728121314
2022-01-14,Indiranagar,100 Feet Road,24545,51.50381788721268,1.224176252392176,74.0364560509363,100.0,3,99.09,71.12742141559723
2022-01-14,Koramangala,Sony World Junction,56258,45.85982116175032,1.5,100.0,100.0,1,162.51600000000002,54.82672350977204
2022-01-14,Koramangala,Sarjapur Road,32100,26.36048778579194,1.5,97.96285671956707,100.0,4,114.2,89.72891393500952
2022-01-14,Electronic City,Hosur Road,6265,51.41930534961551,1.331714719726702,28.462911338978678,32.04272352048322,0,62.53,71.72979804293558
2022-01-14,M.G. Road,Trinity Circle,35956,42.82870243581346,1.5,100.0,100.0,2,121.912,87.17969580882799
2022-01-14,M.G. Road,Anil Kumble Circle,38339,20.0,1.5,100.0,100.0,1,126.678,50.383201632461265
2022-01-14,Jayanagar,South End Circle,28132,33.19510211068366,1.5,91.71363415807716,100.0,1,106.26400000000001,93.71112623425878
2022-01-14,Hebbal,Hebbal Flyover,16393,29.158640569945103,1.363044401022622,58.92398622267046,83.04405214090704,0,82.786,91.05991412751132
2022-01-14,Yeshwanthpur,Yeshwanthpur Circle,9696,37.8084668075758,1.0484100001940773,30.69895580374951,50.99178047808419,0,69.392,97.08628558094625
2022-01-14,Yeshwanthpur,Tumkur Road,21620,52.58938600121948,1.349479437386538,76.54612777598854,100.0,1,93.24000000000001,50.5853305365452
2022-01-15,Indiranagar,100 Feet Road,20081,52.32649360729083,1.291669395019779,69.98249963850546,100.0,1,90.162,65.31567493891063
2022-01-15,Indiranagar,CMH Road,40722,28.06813172763581,1.5,100.0,100.0,3,131.44400000000002,57.12970720409544
2022-01-15,Koramangala,Sony World Junction,13316,36.94129933503811,1.2708482558940037,46.50225165572048,65.2259372819754,0,76.632,84.41371178901186
2022-01-15,Electronic City,Silk Board Junction,4901,41.381886607674325,1.0093408385312743,21.4609389456702,24.090230088818906,0,59.802,97.79594144776595
2022-01-15,M.G. Road,Anil Kumble Circle,45841,20.13722970049706,1.5,100.0,100.0,1,141.68200000000002,91.68249809687927
2022-01-15,Jayanagar,Jayanagar 4th Block,14041,52.47910256117534,1.2321870403974784,39.587267360247246,69.64543749202203,1,78.082,94.01573810744635
2022-01-15,Jayanagar,South End Circle,11644,29.970296716048466,1.0910998944412837,48.09391027664361,62.31454610937243,1,73.288,89.52548971374425
2022-01-15,Hebbal,Ballari Road,29959,38.90522897565001,1.5,100.0,100.0,1,109.918,69.3270253411514
2022-01-16,Indiranagar,100 Feet Road,37666,35.895806812552486,1.5,100.0,100.0,4,125.332,75.52162445021162
2022-01-16,Indiranagar,CMH Road,33681,39.07052287124535,1.5,100.0,100.0,2,117.362,99.89104278409891
2022-01-16,Koramangala,Sarjapur Road,47091,46.82453826605304,1.5,100.0,100.0,1,144.18200000000002,70.37715155162154
2022-01-16,M.G. Road,Trinity Circle,44425,37.13293707372939,1.5,100.0,100.0,2,138.85,64.76452470239717
2022-01-16,M.G. Road,Anil Kumble Circle,50941,20.0,1.5,100.0,100.0,4,151.882,72.4674871019821
2022-01-16,Jayanagar,Jayanagar 4th Block,28429,40.054701591666266,1.5,95.81335268149112,100.0,1,106.858,64.21370464637583
2022-01-16,Jayanagar,South End Circle,8373,45.153789813721055,1.1104678231283598,32.04952974911433,37.49189621621866,1,66.746,65.81350748646534
2022-01-16,Hebbal,Hebbal Flyover,29521,44.449716653887315,1.5,100.0,100.0,1,109.042,69.38244027278236
2022-01-17,Indiranagar,100 Feet Road,43778,45.58484543530325,1.5,100.0,100.0,1,137.55599999999998,75.02005728551006
2022-01-17,Indiranagar,CMH Road,11546,59.524675344707454,1.3288719547265693,45.493626689064584,54.84994054698659,1,73.092,83.89066001550222
2022-01-17,Whitefield,ITPL Main Road,28643,27.38592456715195,1.5,89.46097216454773,100.0,1,107.286,75.7930951356164
2022-01-17,Koramangala,Sony World Junction,14771,35.056506253914876,1.1971458337789787,47.32246161176405,74.16437678412095,0,79.542,98.17496204437941
2022-01-17,M.G. Road,Trinity Circle,13672,50.91814133741378,1.0480828916482305,40.88498999250545,63.53552363366629,0,77.344,67.40477965841441
2022-01-17,Jayanagar,South End Circle,38680,41.76966387339537,1.5,100.0,100.0,1,127.36,74.20385348551008
2022-01-18,Indiranagar,CMH Road,22675,39.021916135146405,1.0563211795570704,78.03160616465328,100.0,1,95.35,69.40828530634977
2022-01-18,Whitefield,Marathahalli Bridge,24990,51.19926332395805,1.024881290465881,76.2460608855794,100.0,2,99.97999999999999,62.09466470564446
2022-01-18,Koramangala,Sony World Junction,43308,34.16966396507227,1.5,100.0,100.0,1,136.61599999999999,89.65714369983698
2022-01-18,M.G. Road,Anil Kumble Circle,30048,21.368259954071895,1.5,91.62163124054031,100.0,3,110.096,76.0729819360736
2022-01-18,Hebbal,Hebbal Flyover,29980,50.62255131950422,1.5,90.17539566885547,100.0,2,109.96000000000001,66.08349948297743
2022-01-18,Hebbal,Ballari Road,27611,38.389936853092465,1.5,87.81436544484997,100.0,2,105.22200000000001,69.622909311474
2022-01-18,Yeshwanthpur,Yeshwanthpur Circle,25136,22.55168761781843,1.5,78.5946449245368,100.0,1,100.27199999999999,51.94649816628337
2022-01-19,Indiranagar,100 Feet Road,37647,61.34222043649959,1.5,100.0,100.0,4,125.294,74.87699260730511
2022-01-19,Indiranagar,CMH Road,24022,52.096412905058074,1.1637648287268072,86.29090495349169,100.0,3,98.044,76.95472763680044
2022-01-19,Whitefield,ITPL Main Road,21972,45.34152417488025,1.3892312651889331,67.76250662499345,100.0,0,93.944,86.46723970439982
2022-01-19,Koramangala,Sarjapur Road,32388,25.188344688603184,1.5,100.0,100.0,5,114.776,53.922790815856196
2022-01-19,M.G. Road,Trinity Circle,22823,52.92934853493107,1.285769665628497,81.25677231710529,100.0,2,95.646,84.86046909548185
2022-01-19,M.G. Road,Anil Kumble Circle,55355,28.82746813453077,1.5,100.0,100.0,5,160.70999999999998,69.02588549349473
2022-01-19,Jayanagar,Jayanagar 4th Block,35758,39.54795169642381,1.5,100.0,100.0,3,121.516,93.13202355745895
2022-01-19,Jayanagar,South End Circle,34084,26.372242359568794,1.5,100.0,100.0,2,118.168,91.64151883941355
2022-01-19,Hebbal,Ballari Road,22499,29.849046570443498,1.1336199862675076,79.65064767847228,100.0,0,94.99799999999999,71.63834397996314
2022-01-20,Indiranagar,100 Feet Road,34920,21.739523139179617,1.5,100.0,100.0,1,119.84,53.3751273341911
2022-01-20,Indiranagar,CMH Road,34071,52.01521070420735,1.5,100.0,100.0,1,118.142,64.3730832448625
2022-01-20,Whitefield,Marathahalli Bridge,9673,58.40461051790348,1.2594019280474753,27.591373890484157,43.51610684214475,1,69.346,80.50037085397429
2022-01-20,Koramangala,Sony World Junction,29570,37.76793449325288,1.5,100.0,100.0,2,109.14,72.51271230714451
2022-01-20,Koramangala,Sarjapur Road,56542,33.5907208572238,1.5,100.0,100.0,1,163.084,50.45270807901855
2022-01-20,Electronic City,Silk Board Junction,12718,50.679417430751315,1.005498221604538,37.36085854072934,60.73406482993165,0,75.436,72.94702582984101
2022-01-20,Yeshwanthpur,Yeshwanthpur Circle,23607,53.872908372667425,1.208579609666752,70.05917438667156,100.0,3,97.214,83.3231523763418
2022-01-21,Indiranagar,100 Feet Road,37614,36.842479139441025,1.5,100.0,100.0,1,125.228,75.13156213150653
2022-01-21,Indiranagar,CMH Road,32230,43.132051867479774,1.5,100.0,100.0,0,114.46,94.08453059217541
2022-01-21,Whitefield,Marathahalli Bridge,21898,57.44679580736786,1.142754390068444,70.06911650806205,100.0,4,93.79599999999999,97.05604062668368
2022-01-21,Koramangala,Sony World Junction,63687,39.826878872092124,1.5,100.0,100.0,2,177.374,84.69747952550784
2022-01-21,M.G. Road,Trinity Circle,12718,49.249661162475455,1.1417085308868862,34.50024302295999,60.81361304748171,0,75.436,52.88660796125586
2022-01-21,M.G. Road,Anil Kumble Circle,34242,20.0,1.5,100.0,100.0,1,118.484,93.52634831346921
2022-01-21,Jayanagar,Jayanagar 4th Block,18866,36.93932441250195,1.0825008455344611,60.72385413042719,98.28674777618778,0,87.732,50.90620205228649
2022-01-21,Hebbal,Ballari Road,10280,62.586204841951336,1.3344470812828995,40.69443392468055,54.83326167787883,0,70.56,72.56470565146275
2022-01-21,Yeshwanthpur,Yeshwanthpur Circle,13448,54.40696143822682,1.2167043857070252,54.18798290768184,62.90564727914222,1,76.896,71.67361163778172
2022-01-21,Yeshwanthpur,Tumkur Road,17523,42.17153453822207,1.262691793888643,62.58531310458308,82.69863681876856,0,85.04599999999999,50.2656737834173
2022-01-22,Indiranagar,100 Feet Road,38113,42.89056687375519,1.5,100.0,100.0,1,126.226,58.49405030253676
2022-01-22,Indiranagar,CMH Road,38352,38.10591258872703,1.5,100.0,100.0,1,126.704,60.112709026226746
2022-01-22,Koramangala,Sony World Junction,14092,60.19283923641769,1.3287323786341436,50.16354870614874,73.42241450541368,0,78.184,96.95342397251457
2022-01-22,Koramangala,Sarjapur Road,26948,41.17874800464568,1.5,93.06604556254405,100.0,2,103.896,68.41736068971757
2022-01-22,Electronic City,Silk Board Junction,18286,42.36551783917751,1.1292109383016375,68.91171707248665,95.31118188934036,0,86.572,91.2707832061974
2022-01-22,M.G. Road,Trinity Circle,56645,26.887428808628076,1.5,100.0,100.0,2,163.29000000000002,51.12129445810275
2022-01-22,M.G. Road,Anil Kumble Circle,28669,41.29749878398674,1.5,86.34209366708664,100.0,4,107.338,87.8365083534284
2022-01-22,Jayanagar,Jayanagar 4th Block,35174,40.60481398804936,1.5,100.0,100.0,6,120.348,83.87658069418424
2022-01-22,Yeshwanthpur,Yeshwanthpur Circle,16461,61.85014278708509,1.0717424041156964,58.972782911411265,81.85671991733656,1,82.922,88.95512931978934
2022-01-23,Indiranagar,100 Feet Road,32690,31.874572628998354,1.5,100.0,100.0,3,115.38,71.16675720765987
2022-01-23,Indiranagar,CMH Road,25259,26.956842403400074,1.5,79.92705764520912,100.0,1,100.518,98.66913095824106
2022-01-23,Whitefield,Marathahalli Bridge,33372,38.084501083315146,1.5,100.0,100.0,1,116.744,73.45536055237893
2022-01-23,Electronic City,Silk Board Junction,14390,34.57955587756897,1.0930023968831324,40.560246231151375,69.51463061016766,0,78.78,60.52534698326715
2022-01-23,M.G. Road,Trinity Circle,11081,43.49895778414495,1.2253633457935416,43.01276447633617,51.77648488152743,0,72.162,81.19992427644912
2022-01-23,M.G. Road,Anil Kumble Circle,51532,28.644421585955968,1.5,100.0,100.0,4,153.064,99.47255654825283
2022-01-23,Jayanagar,South End Circle,25726,45.358252384175685,1.5,92.94922682956624,100.0,2,101.452,97.5722412831546
2022-01-23,Hebbal,Ballari Road,34430,23.32220448732065,1.5,100.0,100.0,1,118.86,91.28554757803334
2022-01-23,Yeshwanthpur,Yeshwanthpur Circle,22204,49.68315584939138,1.0700492560521413,77.46862562158267,100.0,2,94.408,93.53345170627588
2022-01-24,Indiranagar,100 Feet Road,12829,44.72668065893907,1.0160236476202777,38.5925516032092,61.22040936205703,0,75.658,73.31497064699094
2022-01-24,Indiranagar,CMH Road,45895,48.88337778208448,1.5,100.0,100.0,0,141.79000000000002,75.529037872978
2022-01-24,Whitefield,Marathahalli Bridge,5915,62.24696649761108,1.3356721579921194,12.930258360903569,24.8247166211705,0,61.83,86.22991434238145
2022-01-24,Whitefield,ITPL Main Road,37716,28.850495618516643,1.5,100.0,100.0,2,125.432,53.30825944172202
2022-01-24,Koramangala,Sony World Junction,62021,36.958452470106856,1.5,100.0,100.0,5,174.042,98.1680160223019
